Company Name,Company Name URL,Category Groups,Headquarters Location,Description,Crunchbase Rank,Founded Date,Status,Number of Articles,Categories,Number of Founders,Number of Employees,Last Funding Date,Last Funding Amount,Total Funding Amount,Number of Investors,Last Funding Type,Website,Number of Funding Rounds
Zinc,https://www.crunchbase.com/organization/zinc-3,"Information Technology, Software, Internet Services, Messaging and Telecommunications, Mobile","San Francisco, California, United States","Secure enterprise communication platform built for workers in front of customers, not computers.","1,643",01/01/2016,Operating,11,"Messaging, Mobile, Collaboration, Enterprise Software",2,11-50,04/17/2017,"$11,000,000","$16,000,000",5,Series A,https://www.zinc.it,2
Tenfold,https://www.crunchbase.com/organization/callinize,"Hardware, Information Technology, Data and Analytics, Software, Sales and Marketing, Mobile","Austin, Texas, United States","Tenfold improves customer interactions, executive visibility and rep productivity by enabling companies to capture, unify and leverage data.","1,644",01/01/2014,Operating,1,"Mobile, Sales Automation, Telecommunications, Predictive Analytics, Customer Service, Data Integration, CRM, Machine Learning, Enterprise Software",4,101-250,03/27/2017,"$15,800,000","$17,228,000",9,Series A,https://www.tenfold.com,4
Owl Labs,https://www.crunchbase.com/organization/owl-labs,"Science and Engineering, Hardware, Media and Entertainment, Information Technology, Data and Analytics, Software, Internet Services, Video, Messaging and Telecommunications","Boston, Massachusetts, United States",Owl is the first plug-and-play smart video camera,"1,651",01/01/2014,Operating,,"Video Conferencing, Video, Intelligent Systems",2,,05/09/2017,"$6,000,000","$6,000,000",3,Series A,http://www.owllabs.com,1
PeerStreet,https://www.crunchbase.com/organization/peerstreet,"Real Estate, Financial Services","Los Angeles, California, United States",PeerStreet is a crowdfunding platform that gives investors easy access to high-yielding loans that are collateralized with real estate.,"1,661",01/01/2013,Operating,31,"Crowdfunding, Real Estate, Real Estate Investment, FinTech",2,51-100,11/17/2016,"$15,000,000","$21,100,000",13,Series A,https://www.peerstreet.com,2
CloudCheckr,https://www.crunchbase.com/organization/cloudcheckr,"Software, Internet Services","Rochester, New York, United States",CloudCheckr provides cost and usage reporting and analytics to help users manage their AWS deployment.,"1,686",01/01/2011,Operating,47,"Enterprise Software, Software, Cloud Computing",2,51-100,03/20/2017,"$50,000,000","$52,400,000",4,Series A,http://www.cloudcheckr.com,3
Omaze,https://www.crunchbase.com/organization/omaze,"Media and Entertainment, Education, Content and Publishing","Los Angeles, California, United States",Omaze offers once-in-a-lifetime experiences and exclusive merchandise to support nonprofits around the world: www.omaze.com,"1,692",01/01/2012,Operating,37,"Education, News",2,51-100,07/15/2015,"$9,000,000","$10,000,000",18,Series A,http://www.omaze.com,3
Alation,https://www.crunchbase.com/organization/alation,"Information Technology, Data and Analytics, Software","Redwood City, California, United States",Alation is a platform that makes data more accessible to individuals across an organization.,"1,694",01/01/2012,Operating,24,"Data Integration, Analytics, Big Data, Information Technology",4,11-50,03/04/2015,"$9,000,000","$9,000,000",7,Series A,http://alation.com/,1
Flirtey,https://www.crunchbase.com/organization/flirtey,"Science and Engineering, Hardware, Software, Transportation","Reno, Nevada, United States","Flirtey is a company that is reinventing the delivery process for humanitarian, online retail, and food delivery industries","1,696",11/01/2013,Operating,48,"Delivery Service, Robotics, Logistics, Transportation",3,11-50,01/18/2017,"$16,000,000","$16,040,876",24,Series A,http://www.flirtey.com,3
BloomThat,https://www.crunchbase.com/organization/bloomthat,"Commerce and Shopping, Consumer Goods, Mobile","San Francisco, California, United States",Send a little something! Fresh Stems + Sweet Surprises. On-demand: SF | NYC | LA // Next Day: The entire U.S. of A!,"1,702",06/01/2013,Operating,79,"E-Commerce, Mobile, Flowers, Gift",3,11-50,06/11/2015,"$5,500,000","$7,600,000",25,Series A,http://www.bloomthat.com,2
Ridecell,https://www.crunchbase.com/organization/ridecell,"Software, Transportation","San Francisco, California, United States","End-to-end SaaS solution for: carsharing, ridesharing, car rentals, and autonomous fleet management.","1,718",01/01/2008,Operating,28,"Fleet Management, SaaS, Enterprise Software, Transportation",3,51-100,04/07/2016,"$11,700,000","$11,700,000",12,Series A,http://www.ridecell.com,2
Ascend.io,https://www.crunchbase.com/organization/ascend-io,"Data and Analytics, Software","Palo Alto, California, United States",Ascend is a platform for the rapid creation of big data solutions without big data code.,"1,727",10/01/2015,Operating,,"Software, Big Data",1,,05/17/2017,"$15,000,000","$19,000,000",14,Series A,http://www.ascend.io,2
Osterhout Design Group (ODG),https://www.crunchbase.com/organization/odg,"Hardware, Consumer Electronics, Software, Consumer Goods, Mobile","San Francisco, California, United States","ODG is a creator of augmented reality, virtual reality, and mixed reality technologies and products for enterprise and consumer markets.","1,735",01/01/1999,Operating,54,"Augmented Reality, Consumer Electronics, Mobile Devices, Wearables, Eyewear, Hardware",1,51-100,12/01/2016,"$58,000,000","$58,000,000",3,Series A,http://www.osterhoutgroup.com,1
Tynker,https://www.crunchbase.com/organization/tynker,"Gaming, Media and Entertainment, Education","Mountain View, California, United States","Tynker is a creative computing platform where millions of kids have learned to program and built games, apps and more.","1,742",05/08/2012,Operating,59,"Edutainment, Video Games, Education",3,11-50,05/31/2016,"$7,100,000","$10,350,000",14,Series A,http://www.tynker.com,2
Upworthy,https://www.crunchbase.com/organization/upworthy,"Media and Entertainment, Internet Services, Content and Publishing","New York, New York, United States",Upworthy is on a mission to change what the world pays attention to.,"1,747",03/26/2012,Operating,289,"Publishing, Digital Media, Social Media",2,51-100,09/16/2013,"$8,000,000","$12,000,000",11,Series A,http://www.upworthy.com,2
MoneyLion,https://www.crunchbase.com/organization/moneylion,"Financial Services, Lending and Investments","New York, New York, United States",MoneyLion is using big data to revolutionize consumer lending and help people achieve financial wellness.,"1,763",01/01/2013,Operating,13,"Credit, Financial Services, FinTech",4,101-250,12/05/2016,"$22,500,000","$24,000,000",7,Series A,http://www.moneylion.com/,4
Savioke,https://www.crunchbase.com/organization/savioke-2,"Science and Engineering, Hardware, Information Technology, Software","San Jose, California, United States",Savioke develops & deploys autonomous delivery robots that work in human environments to improve people’s lives.,"1,764",01/01/2013,Operating,63,"Information Technology, Innovation Management, Robotics",1,11-50,01/13/2016,"$15,000,000","$17,000,000",13,Series A,http://savioke.com,3
drchrono,https://www.crunchbase.com/organization/drchrono,"Health Care, Mobile","Mountain View, California, United States","drchrono offers a healthcare EHR and practice management platform with features focused on iPads, iPhones, and the web.","1,765",01/01/2009,Operating,164,"Health Care, mHealth, Medical",2,101-250,04/06/2017,"$12,000,000","$18,725,000",16,Series A,https://www.drchrono.com,8
Deep Sentinel,https://www.crunchbase.com/organization/deep-sentinel,"Real Estate, Privacy and Security","San Francisco, California, United States",Deep Sentinel is a home security company.,"1,774",,Operating,,"Security, Home Improvement, Home Services",1,,04/28/2017,"$7,400,000","$7,400,000",4,Series A,https://www.deepsentinel.com/,1
Blockstack,https://www.crunchbase.com/organization/blockstack-inc,"Software, Payments, Financial Services","New York, New York, United States","Blockstack is a new decentralized Internet and developer platform for secure, server-less apps.","1,777",01/01/2013,Operating,14,"Bitcoin, Developer Platform, Open Source",2,,01/05/2017,"$4,000,000","$5,450,000",14,Series A,https://blockstack.org/,3
Qordoba,https://www.crunchbase.com/organization/qordoba,"Data and Analytics, Software, Mobile","San Francisco, California, United States",Qordoba is a SaaS solution that provides localization for humans and machines.,"1,779",01/01/2012,Operating,2,"Machine Learning, Text Analytics, Mobile, Developer Tools, SaaS, Enterprise Software",2,11-50,05/09/2017,"$5,000,000","$6,500,000",6,Series A,http://www.qordoba.com,3
MeetingPlay,https://www.crunchbase.com/organization/meetingplay,"Media and Entertainment, Events, Content and Publishing","Frederick, Maryland, United States","MeetingPlay - Custom, Branded Apps for Events and Conferences.","1,781",01/01/2013,Operating,148,"Content Delivery Network, Content, Events",,11-50,12/23/2016,"$2,000,000","$2,625,000",,Series A,http://www.meetingplay.com,2
Cyence,https://www.crunchbase.com/organization/cyence,Software,"San Mateo, California, United States",Cyence empowers the insurance industry to understand the economic impact of cyber risk.,"1,786",01/01/2014,Operating,3,Software,2,51-100,09/15/2016,"$40,000,000","$40,000,000",3,Series A,https://www.cyence.net/,1
"Fond, formerly AnyPerk",https://www.crunchbase.com/organization/anyperk,"Commerce and Shopping, Sales and Marketing","San Francisco, California, United States",Fond provides and manages corporate discounts and a rewards solution for companies.,"1,793",01/01/2012,Operating,24,"Human Resources, Subscription Service, E-Commerce, Loyalty Programs",2,51-100,09/28/2016,"$11,500,000","$25,850,000",22,Series A,http://fond.co,5
Imzy,https://www.crunchbase.com/organization/imzy,"Apps, Community and Lifestyle, Software, Internet Services, Mobile","Salt Lake City, Utah, United States",Imzy aims to be a platform for genuine conversations with like-minded people.,"1,795",09/01/2015,Operating,9,"Social Network, Communities, Social, Mobile Apps",6,,10/26/2016,"$8,000,000","$11,000,000",3,Series A,http://www.imzy.com,2
Convoy,https://www.crunchbase.com/organization/convoy-3,"Commerce and Shopping, Software, Transportation","Seattle, Washington, United States",Full-service trucking - Convoy uses the latest technology to connect shippers with nearby carriers and book jobs instantly.,"1,801",01/01/2015,Operating,4,"Virtual Goods, Marketplace, Transportation, Service Industry, Logistics",2,51-100,03/23/2016,"$16,000,000","$18,500,000",27,Series A,https://convoy.com/,2
"Entytle, Inc.",https://www.crunchbase.com/organization/entytle,"Information Technology, Data and Analytics, Software, Sales and Marketing","Palo Alto, California, United States",Entytle empowers manufacturers to unlock Installed Base value,"1,802",01/01/2014,Operating,,"Sales Automation, Enterprise Software, Predictive Analytics, SaaS, B2B, Machine Learning",2,11-50,06/07/2017,"$6,000,000","$8,052,030",3,Series A,http://www.entytle.com,3
Xontogeny,https://www.crunchbase.com/organization/xontogeny,,"Boston, Massachusetts, United States",Xontogeny is a biotech aggregator.,"1,835",,Operating,,,,,05/18/2017,"$15,000,000","$15,000,000",1,Series A,http://www.xontogeny.com/,1
Astro Technology,https://www.crunchbase.com/organization/astro-technology,"Apps, Information Technology, Software, Internet Services, Messaging and Telecommunications, Mobile","Palo Alto, California, United States","Astro Technology offers modern email apps, powered by artificial intelligence.","1,855",01/01/2015,Operating,5,"Mobile Apps, Enterprise Software, Collaboration, Email",3,11-50,03/09/2017,"$8,000,000","$8,000,000",5,Series A,https://www.helloastro.com,1
SafeBreach,https://www.crunchbase.com/organization/safebreach,"Information Technology, Privacy and Security","Sunnyvale, California, United States",SafeBreach executes active breach scenarios and performs continuous validation to find holes in an environment before an attacker does.,"1,857",01/01/2014,Operating,45,"Network Security, Security, Cyber Security",2,11-50,07/26/2016,"$15,000,000","$19,000,000",6,Series A,http://www.safebreach.com/,2
